4. FACILITY NAME,12. LATITUDE,13. LONGITUDE,116. PRODUCTION WSTE (8.1-8.7)
OWENS-BROCKWAY GLASS CONTAINER INC PLANT #22,37.715147,-121.49157,5701.54
CALPORTLAND CO NORMANDIE PLANT,33.85777,-118.29924,986.4000000000001
HOWMET GLOBAL FASTENING SYSTEMS INC.,34.02877,-117.96383,12249.356
HOWMET GLOBAL FASTENING SYSTEMS INC.,33.86417,-117.88946,174954.597354
NXEDGE MH LLC,37.15427,-121.65693,60069.0
AIR LIQUIDE LARGE INDUSTRIES U.S. LP - EL SEGUNDO,33.905833,-118.401944,43015.05
IONIS PHARMACEUTICALS INC.,33.13443,-117.27752,97255.0
PCC STRUCTURALS-SAN LEANDRO,37.7226,-122.19254,476586.80000000005
HOLLIDAY ROCK-PALMDALE,34.51682,-117.95568,89.83869999999999
AIR INDUSTRIES CO A PCC CO,33.77955,-118.01117,45958.0
JOHNS MANVILLE,39.5361,-122.2614,141631.0
PARAMOUNT PLANT 23,33.90371,-118.1709,21.975912
LACTALIS HERITAGE DAIRY INC.,36.134132,-119.328971,518164.0
HOCKING INTERNATIONAL LABORATORIES LLC,33.13646,-117.13371,0.0
SONOCO METAL PACKAGING LLC,37.754535,-120.846976,247511.0
TABC INC,33.8706,-118.15997,2025.0
UNIVAR SOLUTIONS CARSON CA,33.839651,-118.236627,23259.190000000002
LGC BIOSEARCH TECHNOLOGIES INC,38.22908,-122.59181,582207.0
BALTIMORE AIRCOIL CO,37.06832,-120.02947,875746.1
TRUCK ACCESSORIES GROUP DBA TAG WEST,38.6845,-121.74323,91195.0
AVIBANK MANUFACTURING INC,34.20119,-118.38176,64364.35
TESORO - COLTON TERMINAL,34.058134,-117.37024,101973.2
AMPAC FINE CHEMICALS LLC,38.614167,-121.215869,2654919.0
DOLE PACKAGED FOODS LLC,37.360372,-120.631742,195193.0
BECKER SPECIALTY CORP,34.09928,-117.47077,4511.0
PAC RANCHO FOUNDRY,34.0946,-117.56449,4176.2
NEW-INDY OXNARD LLC,34.14176,-119.18398,15216.33
MESQUITE MINE,33.052156,-114.980282,24811.4
CEMEX CONSTRUCTION MATERIALS PACIFIC LLC - UNION CITY PLANT,37.60597,-122.03021,0.0
VENATOR AMERICAS LLC.,34.01884,-118.196,72.62
3M UNITEK,34.123593,-118.003829,21487.0
STELLANT SYSTEMS,33.81118,-118.34035,280.2
EQUINOX GOLD CORP CASTLE MOUNTAIN VENTURE CASTLE MOUNTAIN,35.333839,-115.123263,76331.7
ALLOY DIE CASTING CO,33.86483,-118.01859,250.85
STOCKTON STEEL,38.02119,-121.27761,89323.3
GREENHECK FAN CORP - ROCKLIN CALIFORNIA,38.822788,-121.301589,166137.97999999998
KAISER ALUMINUM FABRICATED PRODUCTS LLC,33.98858,-118.14652,1640.217
EQUILON CARSON TERMINAL,33.83937,-118.23673,54631.0
THATCHER CO OF CALIFORNIA,38.522781,-121.383917,422.4
ALLOYS CLEANING INC,33.98189,-118.23692,67319.984
TROJAN BATTERY CO LLC,33.95508,-118.05694,1265891.5995
ANHEUSER-BUSCH LLC,34.22132,-118.48044,248607.0
AIR PRODUCTS WEST COAST HYDROGEN - HP-2,38.019745,-122.116973,4512139.670999999
CYTEC SOLVAY COMPOSITE MATERIALS ORANGE,33.79776,-117.85582,13518.0
CMC REGIONAL STEEL - FONTANA,34.05561,-117.47683,0.0
AMERICH CORP,34.20793,-118.42105,11822.0
WEST MAIN TURLOCK FEEDMILL & COMMODITIES,37.49266,-120.8911,0.0
HP HOOD LLC,38.533522,-121.400815,401233.91000000003
NORAC PHARMA,34.11633,-117.93491,9670.0
ROSEBURG FOREST PRODUCTS CO. - WEED FACILITY,41.43216,-122.37868,268.221272
A.G. LAYNE INC.,34.14683,-118.27534,1283.26
FARMDALE CREAMERY INC.,34.12133,-117.307198,40615.0
PRESS FORGE CO,33.8854,-118.16489,77807.0
INNOVATIVE COATING TECHNOLOGY INC,35.050444,-118.156344,2.369
ANAHEIM PLANT 16,33.85265,-117.91712,41.92374
EXPRESS MANUFACTURING INC,33.71513,-117.91081,282.0
CANARY RENEWABLES CORP,37.95204,-121.31766,86602.83
SAPUTO CHEESE USA INC.,36.184133437499995,-119.3352240625,3105424.0
EXXONMOBIL OIL CORP VERNON TERMINAL,34.00894,-118.22188,42702.0
U.S COAST GUARD SECTOR SAN DIEGO CA,32.727487,-117.180872,6404.0
TESORO REFINING & MARKETING CO LLC,38.0251,-122.0639,156541.09999999998
3M CO - MONROVIA TAPE,34.13352,-117.99129,221715.62
ALLFAST FASTENING SYSTEMS LLC,34.02141,-117.96943,22727.31
HASA INC,38.018056,-121.854167,5.0
HASA INC,34.411667,-118.539722,5.0
LINDSEY MANUFACTURING CO,34.13519,-117.91834,250.0
DURA COAT PRODUCTS INC (AXALTA COATING SYSTEMS),34.01742,-117.37927,30543.96
IRWINDALE PLANT 13,34.107793,-117.977149,25.681066
PALL FILTRATION & SEPARATIONS GROUP INC,32.903734,-117.216998,184727.0
NOR-CAL BEVERAGE CO INC,38.56327,-121.53932,123008.0
ADEMCO INC,32.56081,-116.97543,1750.0
TESSENDERLO KERLEY INC HANFORD PLANT,36.271276,-119.649938,97.74
A&B DIE CASTING,38.022436,-122.275933,24565.33
BAXALTA US INC. PART OF THE TAKEDA GROUP,34.14234,-118.27007,785851.89
J.G. BOSWELL CO - KINGS TOMATO,36.066559,-119.571981,644.0
LEPRINO FOODS CO,36.30389,-119.789169,3072683.0
LEPRINO FOODS CO,36.299428,-119.816072,9050541.0
LEPRINO FOODS CO,37.713183,-121.416366,2701396.0
LAKE HERMAN QUARRY,38.10916,-122.18195,53.2535
PETRODIAMOND TERMINAL CO,33.7762,-118.2141,2788.15
LAND O LAKES - TULARE DAIRY,36.20458,-119.34263,1011804.0
AMBER CHEMICAL INC.,35.40125,-119.05207,3000.0
GEA FARM TECHNOLOGIES INC.  DBA GEA WS WEST,36.70299,-119.76687,10.0
VORTEQ - PACIFIC,34.092829,-117.597055,1189.7
SUMMIT INTERCONNECT INC,33.83463,-117.94734,12598.032
ALUMINUM PRECISION PRODUCTS ALTON ST FACILITY DIV,33.705015,-117.861913,64946.737799999995
WESTLAKE ROYAL ROOFING - FRENCH CAMP,37.8723,-121.27691,1064.0
SANMINA-PLANT # 1,37.391707,-121.906924,202335.0
TRI-STAR INDUSTRIAL PRODUCTS,33.92462,-118.11267,0.0
CEMEX MODESTO PLANT,37.63489,-120.94354,0.0
GRISWOLD INDUSTRIES DBA SOUNDCAST,33.955888,-118.196121,7.3
BLUESCOPE COATED PRODUCTS LLC,34.088079,-117.58027,392405.0
CAMBRO MANUFACTURING CO CLAY AVE. FACILITY,33.68299,-117.9966,55.86
GRIFOLS BIOLOGICALS,34.0743,-118.16258,259161.8
FCC LOMPOC,34.67643,-120.50558,676.1
SENIOR AEROSPACE KETEMA DIV,32.81332,-116.95272,0.09
CEMEX PERRIS PLANT,33.784054,-117.226116,1.0
SAFETY-KLEEN INC,37.52174,-122.02116,2975484.8732
ARDAGH GLASS INC,36.92375,-120.10151,114004.4
ROBERTSON'S READY MIX SANTA ANA PLANT 17,33.747054,-117.895999,16.815698
HOLLIDAY ROCK CO - BAKERSFIELD,35.35337,-118.9745,0.125
MAPEI CORP,34.17935,-117.34909,0.0
FOSTER FARMS PORTERVILLE PLANT,36.079134,-119.00692,21257.0
NESTLE USA INC,37.62808,-120.92302,210826.0
US DOD NAS LEMOORE (INSTALLATION),36.295541,-119.928774,672.5
GARRATT-CALLAHAN CO BURLINGAME,37.59524,-122.37792,0.0
TESORO LONG BEACH TERMINAL,33.772696,-118.224004,13.8
CALPORTLAND CO SAN LUIS OBISPO,35.246812,-120.667179,2.3
US PIPE & FOUNDRY CO LLC,37.60599,-122.04237,1036783.4830000001
LEGGETT & PLATT URETHANE DIV BRANCH 6014,37.7508,-121.41465,1.78
ASSOCIATED READY MIXED CONCRETE INC.,33.70148,-117.93255,52.36
ASSOCIATED READY MIXED CONCRETE INC.,34.01735,-118.22222,89.47
ASSOCIATED READY MIXED CONCRETE INC.,34.23149,-118.37786,65.36
ASSOCIATED READY MIXED CONCRETE INC.,33.67977,-117.67817,31.0
ASSOCIATED READY MIXED CONCRETE INC.,34.20427,-119.127091,26.31
PROMEGA CORP,35.25113,-120.66619,31357.904000000002
CALPORTLAND REDDING CEMENT PLANT,40.7369,-122.3223,46.2
AMERICAN POLYMERS CORP DBA POLYCOAT PRODUCTS,33.897328,-118.039862,3446.0
U.S. ARMY GARRISON FORT HUNTER LIGGETT RANGES,36.0043,-121.2394,39170.0
SONOCO PRODUCTS CO,34.052125,-117.996652,14.426
HI-SHEAR CORP,33.8027,-118.33142,276749.0
CALIFORNIA DAIRIES INC FRESNO,36.72757,-119.79175,630941.0
MITSUBISHI CHEMICAL CARBON FIBER & COMPOSITES I,32.94146,-117.03915,74.79
REICHHOLD LLC 2 - AZUSA PLANT,34.11966,-117.93488,377133.83999999997
OAKLEY INC,33.67034,-117.64442,9696.460000000001
PASADENA PLANT 14,34.170884,-118.159406,10.914453
MOC PRODUCTS CO. INC,34.25483,-118.40135,1788.0
INTERNATIONAL COATINGS CO INC.,33.880625,-118.035631,0.0
CEMEX LINCOLN,38.83895,-121.33545,0.0
KAWNEER CO INC,36.34601,-119.37083,17675.0
QUIKRETE - SAN DIEGO CA PLANT,32.860479,-117.12719,0.0
PHENOMENEX INC,33.84443,-118.32466,56757.409
GOLDEN GATE NATIONAL RECREATION AREA,37.80528,-122.42802,35.0
CALIFORNIA DAIRIES INC LOS BANOS,37.0569,-120.84012,626829.0
MILK SPECIALTIES GLOBAL - VISALIA,36.33636,-119.31209,668524.0
STEELSCAPE LLC,34.09918,-117.56077,376278.4
SHELL CATALYSTS & TECHNOLOGIES - PITTSBURG,38.028333,-121.943056,209285.36000000002
CALPORTLAND PORTERVILLE RMC,36.050873,-118.934734,0.0
BIO-RAD LABORATORIES INC,37.91481,-122.33916,406681.495
GLADDING MCBEAN,38.89447,-121.291594,2462.89502
VALIMET INC,37.89873,-121.2672,57.0
OLDCASTLE INFRASTRUCTURE INC,33.83331,-117.11688,22555.1
AXIOM MATERIALS,33.71356,-117.84358,265.0
ARROWHEAD PRODUCTS CORP,33.80312,-118.05693,19437.0068
ZURN INDUSTRIES WILKINS DIV,35.610249,-120.652365,0.0
SCHLOSSER FORGE CO,34.09908,-117.54933,562073.0
HOLLIDAY ROCK-LONG BEACH,33.87474,-118.1623,0.089
J.F. SHEA CONSTRUCTION INC FAWNDALE ROCK & ASPHALT,40.735182,-122.307814,137.39999999999998
J R SIMPLOT CO LATHROP,37.807058,-121.277465,25861.287600000003
AVK INDUSTRIAL PRODUCTS,34.43725,-118.57842,6347.0
WABASH NATIONAL L.P.,33.91684,-117.27524,20853.0
SUMMIT INTERCONNECT INC. ORANGE,33.82697,-117.85456,75567.0
KINSBURSKY BROTHERS SUPPLY INC.,33.85306,-117.9198,13477161.9
SKYLINE STEEL LLC. - GEO POMONA,34.056256,-117.72596,1374.6013
JABIL INC.,37.509910875,-121.95335125,730473.8999999999
PRECISION ANODIZING & PLATING INC.,33.86644,-117.8515,500.0
CEMEX FRESNO PLANT,36.68441,-119.73681,0.0
VEST INC.,33.98575,-118.20921,233781.0
IBY LLC,34.12159,-117.93825,603.55
FLEETWOOD HOMES OF CALIFORNIA INC 08,33.96156,-117.4481,0.0
US BATTERY MFG CO,33.87882,-117.53458,772239.234
HOLLIDAY ROCK - SANTA ANA,33.71734,-117.85057,0.067
CEMEX OAKLAND,37.77276,-122.23583,1.0
PINNACLE PREMIX,36.351029,-119.367943,0.0
LOS ANGELES PUMP & VALVE,33.99294,-118.2268,3.804
GCM MEDICAL & OEM INC.,37.601308,-122.036727,60399.0
US DOD USAF EDWARDS AFB CA,34.94943,-117.8857,80304.1
POM WONDERFUL,36.658356,-119.590414,8615.0
MITSUBISHI CEMENT CORP.,34.3545,-116.8532,24301.055130000004
BASALITE,38.46204,-121.81325,0.08
BASALITE,37.69589,-121.452715,0.0281
GOODRICH AIRCRAFT WHEELS & BRAKES,33.93,-118.071667,116726.50200000001
WHITE WAVE FOODS,34.00396,-117.90573,669226.8400000001
MODERN WELDING CO OF CALIFORNIA,36.79717,-119.86241,7900.0
IPS CORP,33.87627,-118.27555,2673.0
PLASKOLITE WEST LLC.,33.84675,-118.2265,11715.0
HOLLIDAY ROCK - FOOTHILL,34.106798,-117.693801,134.74020000000002
WESTERN EMULSIONS IRWINDALE PLANT,34.11212,-117.99784,1.049148
MAINTEX INC,34.052562,-117.994354,8.0
CERTIFIED ENAMELING INC,34.01578,-118.20742,113208.0
APPLIED BIOSYSTEMS LLC,37.6453,-121.88157,413085.0
PG&E HUMBOLDT BAY POWER PLANT,40.7411,-124.2084,33825.555
MARKLAND MANUFACTURING INC.,33.73462,-117.85375,27763.7
HOOVER TREATED WOOD PRODUCTS INC.,35.31305,-119.06514,0.0
KEMIRA WATER SOLUTIONS INC,35.08527,-118.1425,10.845558
SGL TECHNIC INC POLYCARBON DI V,34.4356,-118.59042,937123.0
CONTAINMENT SOLUTIONS INC,35.42981,-119.06432,103800.0
AEROCRAFT HEAT TREATING CO. INC,33.89029,-118.1667,1114.0
SAN FRANCISCO (A),37.745855,-122.384367,0.0
DV NATURAL RESOURCES--BRIGGS MINE,35.940942,-117.195969,0.1447
NEW HAMPSHIRE BALL BEARINGS INC.,34.246844,-118.590756,65631.2
SPACE LOK INK,33.91129,-118.30235,45369.1988
ACRA AEROSPACE,33.8564,-117.887057,3127.56
FOSTER FARMS TRAVER FEEDMILL,36.444519,-119.481098,0.0
CHEMTRADE WEST US LLC,37.940278,-122.377222,719.226
CHROMAL PLATING CO,34.06256,-118.21409,1.3
PERFORMANCE MATERIALS CORP DBA TORAY PERFORMANCE COMPOSITE,34.20778,-119.03887,346.2
PERFORMANCE MATERIALS CORP DBA TORAY PERFORMANCE COMPOSITE,34.22803,-119.01465,11902.3
VARIAN MEDICAL SYSTEMS,37.41732,-122.141,46100.0
GROW MORE INC.,33.85829,-118.20445,0.0
GROW MORE INC.,33.88998,-118.2815,0.0
ACTIVE MAGNETIC INSPECTION INC.,34.23923,-118.392765,515.0
ILLUMINA,32.8701,-117.2,306614.5
ARCOSA LIGHTWEIGHT FRAZIER PARK PLANT,34.7666,-119.0447,0.8402000000000001
TRICOR REFINING LLC,35.4185,-119.0112,0.148345
NICK BARBIERI TRUCKING LLC DBA REDWOOD COAST FUELS,39.197018,-123.206212,0.0
US CBP BORDER PATROL FIREARMS RANGE BE # CA0180,32.72943,-117.20893,16861.0
P.F.I. INC,33.95636,-118.05331,500.0
CERTAINTEED LLC,37.51166,-121.99502,413.4384
CERTAINTEED LLC,37.09312,-120.226012,177.208814
US NAVY NAVAL WEAPONS STATION SEAL BEACH (SMALL ARMS) (PART),33.74988,-118.08905,1.4
BETTS CO,36.706914,-119.745621,1350.3100000000002
RUMIANO CHEESE CO,41.75504,-124.20386,119195.0
COMMERCIAL METAL FORMING,33.8024,-117.85667,375903.87999999995
U.S. CIRCUIT INC.  EPA ID# CAR000155887,33.11533,-117.11515,22973.0
INTEGRATED DNA TECHNOLOGIES,32.8858,-117.17567,31238.0
INTEGRATED DNA TECHNOLOGIES,32.89217,-117.19721,11911.0
ARMORCAST PRODUCTS CO,34.23689,-118.58419,43472.0
ARMORCAST PRODUCTS CO,34.0584,-117.56281,9797.0
INGOMAR PACKING,37.07479,-120.877445,600.0
GLENAIR LATHE SHOP,34.16686,-118.29425,190773.0
NUCOR WAREHOUSE SYSTEMS,34.00624,-118.2318,959.0
VOLTAGE MULTIPLIERS INC.,36.3399,-119.38741,108191.0
RAPISCAN SYSTEMS INC,33.84418,-118.33723,0.0
TRUCKEE NORTH TAHOE MATERIALS READY MIX PLANT,39.33704,-120.18371,0.0
EMTEK PRODUCTS INC,34.05719,-117.99177,0.0
APCT INC,37.38689,-121.94412,26975.0
POLYPEPTIDE LABORATORIES SAN DIEGO,32.89236,-117.14404,122347.0
WESTLAKE ROYAL ROOFING - CORONA,33.88586,-117.57733,14.190000000000001
CALPORTLAND CO NATIONAL CITY READY-MIXED,32.6707,-117.11218,2378.9
WESTLAKE ROYAL ROOFING - OCEANSIDE,33.200278,-117.333915,2722.0
THERMAL SOLUTIONS MANUFACTURING INC.,34.07603,-117.25977,23267.48
CALSTONE TRACY-OLDCASTLE APG,37.75423,-121.41801,0.05483
THE GILL CORP,34.08291,-118.06062,398913.0
INDEPENDENT INK INC,33.8989,-118.26529,84.0
AIR PRODUCTS & CHEMICALS INC (MARTINEZ-WATERFRONT ROAD),38.032767,-122.07594,6233503.0
VEOLIA WATER TECHNOLOGIES & SOLUTIONS - BAKERSFIELD,35.43291,-119.06474,1441.0
GRANITIZE PRODUCTS INC.,33.92737,-118.16713,0.0
ALL METALS PROCESSING OF ORANGE COUNTY LLC,33.80777,-117.98571,47132.0
CALIFORNIA DAIRIES INC TURLOCK NORTH,37.50032,-120.86114,561071.0
CMC REBAR TRACY,37.76504,-121.42689,0.0
ACCURATE ENGINEERING CORP,34.22742,-118.38729,1514.07
SHUR-LOK CO,33.68005,-117.84361,66714.9271
MILES CHEMICAL CO INC.,34.23814,-118.41218,36.0
DAIRY FARMERS OF AMERICA INC,37.48635,-120.88174,219474.11
ELK CORP OF TEXAS,35.49515,-119.16638,2180.79
ENVIRO TECH CHEMICAL SERVICES INC.,37.60534,-120.98805,500.0
BUDDY BAR CASTING,33.93093,-118.16863,2.0
ANACO & CLOW VALVE,33.869817,-117.539254,144734.15
OLD COUNTRY MILLWORK INC.,33.98807,-118.25213,905.9
INX INTERNATIONAL INK CO,33.90569,-118.03788,0.0
GRANITE ROCK CO REDWOOD CITY,37.49297,-122.21475,7.276325
ECOBAT RESOURCES CALIFORNIA INC.,34.025026,-117.98347,1806788.5413910002
EKC TECHNOLOGY INC.,37.65559,-122.14037,11815.08
BLUESCOPE BUILDINGS N.A. INC,36.34603,-119.37428,122367.47400000002
LMC ENTERPRISES DBA FLO-KEM DBA CHEMCO PRODUCTS CO,33.854655,-118.206439,20.0
CALIBER AERO LLC,33.93869,-118.07528,43091.15
CALIFORNIA AMFORGE CORP,34.13585,-117.91617,0.0
CEMEX REDLANDS PLANT,34.10212,-117.2086,0.0
U.S. MARINE CORPS CHOCOLATE MOUNTAINS AERIAL GUNNERY RANGE,33.2418,-115.49454,130649.1
THE BOEING CO,33.93086,-118.38405,677.12
MAGNUSON SUPERCHARGERS,34.254888,-119.220423,0.0
GRANITE ROCK,37.36523,-121.88161,4244.120576
QUIKRETE - PORTERVILLE CA PLANT,36.050201,-118.935931,0.0
GLENAIR INC.,34.590112,-118.077628,227721.0
SPS TECHNOLOGIES LLC DBA PB FASTENERS,33.91264,-118.30742,7852.0
JOSLYN SUNBANK CO LLC,35.60991,-120.65236,76683.0
STERIGENICS-ONTARIO FACILITY,34.05791,-117.5483,1192268.0
ECOLAB INC,33.99715,-117.903052,140075.0
CONSOLIDATED PRECISION PRODUCTS CORP,34.0353,-117.82493,1272.0
FONTANA WOOD TREATING,34.10152,-117.46899,0.0
MCCROMETER,33.72937,-117.00572,3309.0
METAL SURFACES INTERNATIONAL LLC,33.95423,-118.15804,27606.61
3M CO - CORONA,33.84916,-117.50607,66.2047
SOLAR TURBINES INC KEARNY MESA,32.81872,-117.1258,10236.7
ASPHALT PRODUCTS OIL CORP,33.861718,-118.159903,0.0
ACCELLA POLYURETHANE SYSTEMS LLC,34.09846,-117.55582,16677.0
US DOE LLNL EXPERIMENTAL TEST SITE (SITE 300),37.63425,-121.499553,2422.9
MOORE QUALITY GALVANIZING,36.99313,-120.10424,74.0
MORENO VALLEY PLANT 2,33.913838,-117.280985,129.045357
NORTHROP GRUMMAN SYSTEMS CORP,37.3787,-122.0225,3179.75
CATALINA UTILITIES CENTER,33.33443,-118.31307,1906.76
GCP APPLIED TECHNOLOGIES INC,33.97445,-118.12746,2.12
GCP APPLIED TECHNOLOGIES INC,37.9056,-121.27336,493.0
"U.S. DOD, USAF, BEALE AFB",39.089167,-121.424444,1837.6000000000001
THE PICTSWEET CO - SANTA MARIA CA PLANT,34.945127,-120.458538,3901.0
VALLEY CHROME PLATING INC.,36.81396,-119.69634,9501.0
MURRIETA PLANT 27,33.533936,-117.18673,53.188208
WILBUR-ELLIS CO RNA,36.61015,-120.1948,0.0
CUSTOM BUILDING PRODUCTS INC.,33.979149,-118.204332,0.0
BAXALTA US INC,34.20461,-118.93067,10217.0
CEMEX FONTANA PLANT,34.055363,-117.518416,1.0
PIONEER AMERICAS LLC D/B/A OLIN CHLOR ALKALI PRODUCTS TRACY,37.713333,-121.379444,0.00011
BLOOM ENERGY CORP,37.40853,-122.0071,270.0
NEW-INDY CONTAINERBOARD ONTARIO LLC,34.04807,-117.5382,427150.807
CONCRETE INC ELK GROVE PLANT,38.38794,-121.35291,135.64
BASF CORP,33.82297,-117.8515,5473.0
LEACH INTERNATIONAL,33.85889,-118.01333,176.249
CONTINENTAL COATINGS CO. INC,34.05408,-117.47132,281.96000000000004
STABOND CORP,33.90555,-118.307868,0.0
SKYWORKS SOLUTIONS INC.,34.186689,-118.927624,201395.3
GLOBAL COMMUNICATION SEMICONDUCTORS LLC,33.81619,-118.34451,508.0
ELITE COMFORT SOLUTIONS,34.00994,-118.17101,3117.859241
ELITE COMFORT SOLUTIONS,34.045141,-117.527669,6013.191951
ANODIZING INDUSTRIES INC.,34.07386,-118.17161,10.0
OTAY MESA PLANT 28,32.560675,-116.970522,63.075618
MARTIN MARIETTA SAN DIEGO AGGREGATES LLC - MIRAMAR HMA,32.86076,-117.119925,0.68306
PARKER DAM - BUREAU OF RECLAMATION,34.295242,-114.14021,0.0
DUCOMMUN AEROSTRUCTURES,34.6003,-117.5805,53433.0
DUCOMMUN AEROSTRUCTURES,33.88206,-118.27435,1170.0
FINELINE INDUSTRIES LLC,37.29468,-120.52032,86549.0
CALPORTLAND EXETER RMC,36.303887,-119.153641,0.0
NORTHWEST PIPE CO,34.55737,-117.39035,3514.0
MLS FLUID SOLUTIONS,34.12991,-117.92238,0.0
USAF PLANT 42 SITE 4 NORTHROP GRUMMAN SYSTEMS CORP,34.645894,-118.068556,27890.28
SOLOMON COLORS INC.,34.12402,-117.41298,0.0
TITAN TERMINAL &  TRANSPORT,33.95735,-118.18782,17.380000000000003
APCT OC,33.86333,-117.82282,27576.85
PHARMAVITE LLC,34.29106,-118.42124,799.17
CEMEX SAN CARLOS,37.50542,-122.25478,0.0
CMC REBAR - CA - SAN BERNARDINO,34.18003,-117.35119,0.0
CHRISTY,37.49913,-121.96167,94.5
SANMINA -   BLDG # 4,37.38917,-121.93002,1203.0
U.S. MARINE CORPS LOGISTICS BASE BARSTOW NEBO RANGE,34.875625,-116.954371,7070.0
CABAZON PLANT 11,33.91939,-116.80743,10.589439
J.G. BOSWELL CO - KERN TOMATO,35.39892,-119.41218,364.0
CARPENTER CO,33.927306,-117.405358,522.2991830000001
NUSIL TECHNOLOGY LLC,35.42718,-119.06431,147401.3
NUSIL TECHNOLOGY LLC,34.38894,-119.48532,80831.06
HOLLIDAY ROCK CO - VERNON,34.01122,-118.21777,1.04
GORILLA CIRCUITS,37.372110000000006,-121.89616,203986.0
GORILLA CIRCUITS,37.394144,-121.897235,250.0
CHURCH & DWIGHT CO. INC.,34.48557,-117.28476,53.231821
FRESNO CHERRY AVENUE,36.693188,-119.782923,570143.0
KDC / ONE - THIBIANT INTERNATIONAL,34.240923,-118.58636,10823.84
LEHIGH SOUTHWEST CEMENT CO,37.3181,-122.091,0.184
CALPORTLAND CO LAX PLANT,33.93454,-118.37239,100.8
FOSTER FARMS BELGRAVIA PLANT,36.716956,-119.82306,537167.0
PRODUCERS DAIRY FOODS INC.,36.75037,-119.80873,39387.0
ROBERTSON'S READY MIX SAN BERNARDINO PLANT 12,34.11576,-117.329263,12.0435
STERIS ISOMEDIX SERVICES,32.566,-116.97596,1049954.63
US COAST GUARD BASE ALAMEDA,37.77999,-122.24601,1399.0
BASALITE CONCRETE PRODUCTS,36.559958,-119.605112,0.0089
UNISON COMFORT TECHNOLOGIES - CALIFORNIA,38.65635,-121.389102,0.0
SAN BERNARDINO STEEL,34.17929,-117.35144,97084.09999999999
NATVAR,33.999964,-117.877875,567.0
PHENOMENEX INC.,33.84408,-118.32382,78289.987
PARTER STERILIZATION SERVICES,33.87671,-118.26197,19.38
H. C. MUDDOX,38.53349,-121.33494,3.1088
ROCKWELL COLLINS INC,38.210189,-121.944644,3356.3
ADVANCED RADIATION CORP,37.36951,-121.963533,0.0
HOWMET GLOBAL FASTENING SYSTEMS INC,33.81073,-118.3393,163048.63688
U.S. DOD NAWS CHINA LAKE,35.669,-117.671,2180.9
GARDENA PLANT 25,33.90337,-118.22784,111.234618
PARKER-HANNIFIN CORP,33.84115,-118.21894,60.0
GILLIG,37.68673,-121.81234,5.7
CALPORTLAND CO PASO ROBLES PLANT,35.580639,-120.688637,2.8
EL CAJON PLANT 29,32.81686,-116.96356,22.89695
US CBP BOULEVARD BORDER PATROL STATION #CA11560,32.68306,-116.293235,3076.0
ALL WEATHER INSULATED PANELS,38.400564,-121.955309,1.0
ARLON GRAPHICS LLC,33.86553,-117.873,2041031.45
SANMINA - BLDG # 2,37.39273,-121.92903,538.0
COAST TO COAST CIRCUITS INC.,33.73829,-118.03591,4461.54
LUSK QUALITY MACHINE PRODUCTS,34.599518,-118.103187,2053.0
CONCORDE/INTERSPACE BATTERY CORP,34.090068,-117.94155,719690.27
TTM TECHNOLOGIES,37.30276,-121.87427,75865.44
VULCAN MATERIALS CARROLL CANYON,32.900733,-117.123586,19.398
CALPORTLAND TULARE RMC,36.175745,-119.331165,0.0
FRITO-LAY INC.(F/K/A FRITO-LAY NORTH AMERICA),34.07979,-117.59341,48369.020000000004
FONTANA PAPER MILLS INC.,34.070122,-117.506175,55.41
SOMACIS INC,32.93988,-117.03872,22498.7
US MARINE CORPS AIR STATION MIRAMAR,32.882236,-117.144252,19371.199999999997
INDUSTRIAL SERVICE OIL CO,34.018663,-118.220106,2641077.5154000004
E & J GALLO WINERY FRESNO,36.757277,-119.698309,64254.0
ALL AMERICAN ASPHALT,33.732512,-117.724065,0.4
CEMEX FARMERSVILLE PLANT,36.317973,-119.214679,0.0
FOAM MOLDERS INC,33.84851,-118.09501,0.0
TRIUMPH PROCESSING INC DBA AS VALENCE LYNWOOD,33.92348,-118.22696,63515.944876
AIRGAS DRY ICE,33.84718,-118.332562,18540.66
SPECIALTY GRANULES (IONE) LLC,38.369722,-120.999722,0.0
J.F. SHEA CONSTRUCTION INC. AGGREGATE PRODUCTS,40.490697,-122.5051,14.8
LIPPERT COMPONENTS,34.09779,-117.38806,18431.932800000002
AGILENT TECHNOLOGIES INC,38.652835,-121.186949,140680.0
AGILENT TECHNOLOGIES INC,37.322731,-121.997002,405352.46
USALCO MODESTO PLANT LLC,37.63564,-120.95909,8407.0
KURITA AMERICA INC,33.89334,-118.05276,0.0
U.S. ARMY NATIONAL GUARD CAMP SAN LUIS OBISPO RANGES,35.323441,-120.729721,8264.0
CHAMPION HOME BUILDERS INC.,33.88837,-117.59288,0.0
OWENS-BROCKWAY GLASS CONTAINER INC PLANT 23,33.9972,-118.2172,6037.4466
ABBOTT CARDIOVASCULAR SYSTEMS INC,33.51794,-117.15613,1088.76
PACIFIC WOODTECH CORP,40.126622,-122.196979,1469.5
FOSTER FARMS COLLIER COMPLEX,37.40992,-120.74582,0.0
WESTWAY FEED PRODUCTS LLC,37.945354,-121.320883,0.0
APPLIED MEDICAL RESOURCES CORP,33.657507,-117.712809,4.44
WINONICS BREA,33.92928,-117.91565,10089.0
CARLTON FORGE WORKS,33.89479,-118.16474,1337703.0
